Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Radial Res,Max Radial Res,Mean Radial Res,Min Angular Res,Max Angular Res,Mean Angular Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Median,EW Mean,EW Std,Normal EW Median,Normal EW Mean,Normal EW Std,Pandora Closest Distance,Pandora Closest Long,Pandora Closest Inertial Long,Pandora Closest True Anomaly,Pandora Distance,Pandora Long,Pandora Earliest Distance,Pandora Earliest Long,Pandora Latest Distance,Pandora Latest Long,Prometheus Closest Distance,Prometheus Closest Long,Prometheus Closest Inertial Long,Prometheus Closest True Anomaly,Prometheus Distance,Prometheus Long,Prometheus Earliest Distance,Prometheus Earliest Long,Prometheus Latest Distance,Prometheus Latest Long
ISS_231RI_EGAPMOVMP001_PRIME,0,16852,2016-02-06T01:18:20,0.0,359.98,176.75,81.93,116.465,95.516,60.469,62.068,61.217,20.447,54.674,34.299,13.746413,29.524843,17.161394,0.0,0.0,0.0,101.202,103.59234,102.46546,80.50317,81.32534,80.97716,64.16139157,93.62,4.52519857,4.84595772,1.20191589,0.70995558,0.75841043,0.18068817,1074.947,301.42,-14.656,284.57,1457.812,300.68,1312.801,302.24,1467.728,296.857,572.942,334.151,122.747,61.487,673.91,333.66,1110.525,332.131,1112.62,335.261
ISS_232RF_FMOVIE001_PRIME,0,17095,2016-02-10T00:41:00,13.1,355.94,184.36,104.6,126.815,117.594,71.2,72.688,71.953,31.913,55.615,45.641,11.481407,16.93175,11.907316,0.0,0.0,0.0,83.92955,86.85336,85.399185,76.54814,77.19771,76.88435,64.14686066,94.97,2.74191953,2.97404207,0.80007931,0.62103591,0.67528819,0.18496894,1073.204,260.846,-3.407,283.885,1616.11,265.64,1180.321,266.309,1074.21,260.884,574.148,353.81,132.71,61.472,--,--,576.788,353.747,656.034,356.662
ISS_232RI_EGAPMOVMP001_PRIME_1,0,17013,2016-02-21T02:05:16,0.0,359.98,178.29,261.015,287.95,267.558,101.061,102.519,101.76,158.496,186.879,165.798,14.209195,24.777678,16.365091,0.0,0.0,0.0,106.38807,108.92212,107.70367,77.852806,78.94473,78.33108,64.10185962,94.52,3.97640303,4.43010279,1.50681205,0.80378535,0.89489442,0.30144876,1068.246,162.298,24.162,282.473,1689.69,164.2,1779.885,164.576,1915.396,160.024,577.507,52.79,162.707,61.538,921.643,53.36,599.897,52.592,742.917,55.386
ISS_232RI_EGAPMOVMP001_PRIME_2,0,7545,2016-02-21T15:15:08,0.0,359.98,201.65,88.02,116.125,102.058,102.541,103.163,102.867,0.0,359.998,214.236,14.515591,22.718449,15.80277,0.0,0.0,0.0,99.917725,100.87405,100.3586,77.64943,78.07555,77.82789,64.105313,41.92,3.27567872,3.6846361,1.24482936,0.69258143,0.77689008,0.26202241,1068.178,156.501,25.676,282.283,--,--,1916.662,159.918,1212.83,157.072,577.625,56.071,164.811,61.977,722.858,55.44,722.858,55.444,757.782,56.471
ISS_232RI_PROPRETRG001_PRIME,0,437,2016-02-13T12:37:16,182.5,191.24,186.88,195.625,197.365,196.362,80.644,80.676,80.659,114.949,116.721,115.703,14.032072,14.393491,14.183721,0.0,0.0,0.0,57.36173,57.758163,57.543144,71.02245,71.06925,71.04443,64.13563381,2.43,2.49623346,2.68734467,0.90435149,0.8102481,0.87299385,0.29400757,1071.272,231.863,4.542,283.311,--,--,1728.262,233.931,1684.317,233.767,574.527,13.472,142.918,61.702,--,--,991.807,12.051,962.766,12.147
ISS_233RF_FMOVIE001_PRIME_1,0,9439,2016-03-06T01:38:04,0.0,359.98,237.5,321.53,333.42,325.588,138.813,139.638,139.217,181.897,194.607,186.371,10.518352,11.897789,10.808178,0.0,0.0,0.0,56.568653,58.669434,57.66926,67.89309,68.37892,68.090164,64.05271963,52.44,1.42860251,1.55491573,0.52978661,0.53347793,0.5799946,0.19578319,1062.84,34.753,59.774,280.58,--,--,1423.414,35.876,1521.142,33.924,581.151,128.157,-158.729,61.854,--,--,1014.718,126.637,666.643,128.449
ISS_233RF_FMOVIE001_PRIME_2,0,1421,2016-03-06T09:03:24,1.5,29.9,15.7,140.375,152.775,148.883,139.647,139.722,139.695,0.653,13.128,9.187,10.753704,13.233876,11.34848,0.0,0.0,0.0,47.6902,47.959087,47.837063,68.191795,68.545815,68.30443,64.05759867,7.89,1.27442877,1.55716103,0.92155985,0.47184554,0.57604285,0.34226985,1062.235,28.955,61.475,280.576,--,--,1536.912,33.899,1650.292,33.691,581.226,131.436,-156.842,62.077,--,--,674.076,128.46,735.84,128.537
ISS_233RI_HIRESAFRG001_PRIME,0,1513,2016-03-10T00:05:48,9.08,42.72,27.27,100.455,116.22,108.806,149.44,149.523,149.478,310.932,326.78,319.328,2.0379946,2.6176133,2.192072,0.0,0.0,0.0,84.86374,91.34897,87.540855,109.34869,113.40335,111.13989,64.04393644,8.41,2.28499739,2.34459507,0.73241943,0.79695059,0.83706475,0.24370894,1061.906,354.198,67.835,276.723,--,--,1062.151,359.93,1090.525,359.785,582.333,151.099,-146.579,62.361,--,--,585.911,147.892,612.187,148.005
ISS_234RF_FMOVIE001_PRIME,0,7862,2016-04-01T01:26:20,0.0,359.98,225.77,344.58,352.515,348.937,208.997,209.695,209.347,135.315,143.518,139.59,6.1100545,7.043911,6.463075,0.0,0.0,0.0,35.326946,39.73028,37.629047,68.87797,69.68037,69.27143,63.96443256,43.68,1.57227417,1.62812939,0.43990253,0.5532603,0.57638789,0.15707106,1051.583,157.023,127.341,278.246,--,--,1079.802,157.232,1757.748,155.724,588.637,265.788,-87.926,62.812,--,--,704.59,265.229,860.646,266.301
ISS_234RI_EGAPMOVMP001_PRIME,0,15878,2016-04-07T23:05:00,0.0,359.98,164.85,263.755,283.56,270.43,227.634,229.04,228.334,34.715,54.875,42.096,13.082034,17.765932,13.641938,0.0,0.0,0.0,106.89472,110.06378,108.48497,74.101036,75.67508,74.836685,63.94114334,88.21,3.21957196,3.50538315,1.06972396,0.83864352,0.9165602,0.28093804,1047.641,93.245,145.248,277.4,1733.423,92.0,1180.169,93.769,1633.881,89.164,590.583,305.108,-67.865,62.918,--,--,602.24,301.953,644.39,304.761
ISS_235RF_FMOVIE001_PRIME,0,15989,2016-05-01T13:42:20,0.0,359.98,162.34,0.005,359.995,5.793,291.386,292.828,292.112,65.607,75.779,71.857,8.450355,9.797398,9.021594,0.0,0.0,0.0,20.862438,26.41641,23.761667,64.953384,66.837,65.869156,63.86632767,88.83,1.30860448,1.49932342,0.62251873,0.53615109,0.61200633,0.25011345,1031.227,232.921,-151.846,275.518,1909.225,236.9,1542.412,237.868,1144.784,232.592,597.773,69.622,-4.451,63.142,600.191,69.68,1027.121,67.13,847.815,70.126
ISS_235RF_FMOVIE002_PRIME_1,0,9186,2016-05-09T19:29:32,0.0,359.98,172.84,265.185,280.985,270.912,313.639,314.416,314.017,310.769,327.346,316.895,12.677799,14.446415,12.927529,0.0,0.0,0.0,104.742325,106.92084,105.85608,69.001465,70.36927,69.646614,63.84103711,51.03,2.37555014,2.74312856,1.37575403,0.82896275,0.95140968,0.46439839,1025.565,157.556,-130.58,274.621,--,--,1690.209,162.248,1417.245,158.682,600.459,112.221,17.579,63.552,--,--,817.229,111.317,820.403,112.694
ISS_235RF_FMOVIE002_PRIME_2,0,8542,2016-05-10T02:30:52,0.0,359.98,169.09,76.17,87.295,85.244,314.429,315.169,314.815,121.001,132.788,130.429,15.410838,20.532999,16.485592,0.0,0.0,0.0,97.38935,99.060394,98.19658,68.625145,69.498184,69.050026,63.84406509,47.46,1.93087954,2.28664053,1.35851139,0.69090731,0.81564705,0.47543025,1025.567,157.555,-130.447,274.754,--,--,1398.626,158.637,1398.876,156.904,600.588,115.497,19.058,63.37,--,--,830.464,112.705,935.81,114.21
ISS_236RF_FMOVIE002_PRIME,0,17980,2016-06-10T12:09:00,0.0,359.98,179.92,96.68,106.54,100.418,39.22,40.876,40.027,57.46,67.32,60.391,11.547909,12.236389,11.893952,0.0,0.0,0.0,94.95597,99.67166,97.32883,62.971207,65.874016,64.42,63.75267241,99.89,1.63821317,1.90221278,0.91916943,0.70375909,0.81763232,0.38571454,1002.833,227.723,-48.752,271.206,1915.287,226.0,1977.974,231.001,1980.313,225.449,609.403,282.618,104.753,64.254,609.666,282.58,815.381,279.809,808.376,283.078
ISS_237RI_EGAPMOVMP001_PRIME,0,4502,2016-07-01T23:54:04,0.0,359.98,168.58,229.035,263.705,252.199,97.248,98.598,97.649,131.674,165.854,154.55,8.182882,23.752253,12.898057,0.0,0.0,0.0,127.52505,135.42613,132.96388,78.658295,83.99054,82.26515,63.69176183,25.01,-0.52077096,-4.48227293,13.68717229,-0.07080183,-0.59849958,1.67244846,989.104,30.683,6.657,268.652,1811.956,32.88,1963.531,33.637,1783.172,29.419,615.528,37.303,163.214,64.513,682.219,34.3,682.219,34.317,632.774,37.108
ISS_239RF_FMOVIE001_PRIME,0,17377,2016-08-02T13:36:28,0.0,359.98,174.57,146.81,152.51,150.749,182.496,184.084,183.297,322.726,329.924,327.452,9.80834,10.195449,9.98653,0.0,0.0,0.0,47.273117,53.583763,50.453987,40.94633,41.46487,41.084633,63.61705125,96.54,0.72143149,0.7739381,0.25733366,0.54380537,0.58336647,0.19404664,973.777,100.971,88.578,265.331,1246.815,100.46,1972.213,103.885,2008.55,98.675,625.307,204.42,-110.988,65.5,873.867,203.3,1011.351,201.942,965.65,205.111
ISS_239RF_FMOVIE002_PRIME_1,0,9193,2016-08-12T12:44:44,0.0,359.98,231.69,253.8,262.505,256.387,209.402,210.219,209.801,43.581,53.103,46.586,9.052434,9.449622,9.117723,0.0,0.0,0.0,112.996994,116.5951,114.79939,64.209656,67.16621,65.652176,63.59093806,51.07,2.25765696,2.30417424,0.3648034,0.92964408,0.94842564,0.14365315,969.026,8.278,114.638,264.114,1892.625,12.54,1778.495,12.835,1267.817,9.109,628.21,256.847,-84.492,65.391,--,--,1037.939,254.995,643.575,257.005
ISS_239RF_FMOVIE002_PRIME_2,0,6409,2016-08-12T20:09:32,0.0,359.98,231.21,73.165,80.345,78.625,210.236,210.811,210.526,222.368,230.006,228.099,9.884166,11.197221,10.207455,0.0,0.0,0.0,103.621315,105.95612,104.78161,63.087536,64.83276,63.953415,63.59363188,35.61,1.66040953,1.70535792,0.28322239,0.73016924,0.74924707,0.12781658,969.027,8.279,114.558,264.034,1065.888,8.66,1236.967,9.045,1237.477,7.786,628.426,260.124,-82.822,65.398,--,--,649.457,257.03,1029.92,257.722
ISS_239RI_HIRESAFRG001_PRIME_1,0,5143,2016-08-07T15:05:00,92.46,195.38,143.94,85.145,86.905,86.067,196.164,196.635,196.399,248.776,250.716,249.669,3.3018415,3.474798,3.3524125,0.0,0.0,0.0,74.974144,90.29974,82.516174,123.76395,134.97678,129.3936,63.6059267,28.57,1.12066001,1.141657,0.22809607,0.72138997,0.72673386,0.1661025,971.742,54.626,101.367,264.483,--,--,1951.341,57.392,1178.098,55.262,626.627,230.631,-97.985,65.201,--,--,1011.0,228.955,674.004,230.267
ISS_239RI_HIRESAFRG001_PRIME_2,0,1766,2016-08-07T19:22:36,203.06,238.62,220.85,232.935,234.415,233.751,196.646,196.805,196.727,36.13,37.757,37.024,6.6547976,6.797344,6.7215996,0.0,0.0,0.0,102.254166,106.74474,104.519165,124.6619,126.373764,125.54646,63.60460539,9.81,1.10032725,1.14494232,0.17696087,0.63936864,0.66562203,0.10380417,971.741,54.624,101.608,264.722,--,--,1160.033,55.223,993.66,54.789,626.626,230.633,-97.741,65.445,--,--,668.054,230.295,626.715,230.619
ISS_240RF_FMOVIE002_PRIME,0,10112,2016-08-23T01:03:56,0.0,359.98,231.68,238.51,257.825,245.764,237.791,238.641,238.204,0.009,359.989,7.809,8.04703,14.6343,8.419379,0.0,0.0,0.0,130.0208,134.64882,132.41927,77.31096,81.14055,79.237366,63.56779688,56.18,7.81798264,7.71051514,1.464668,1.40463509,1.41567387,0.17016228,965.017,275.591,141.081,263.278,--,--,965.488,275.613,2016.639,273.293,631.323,312.552,-55.866,65.746,--,--,976.736,311.022,721.37,312.896
ISS_241RF_FMOVIE001_PRIME,0,11198,2016-08-29T18:07:56,0.0,359.98,191.38,190.455,192.03,191.296,255.912,257.795,256.694,292.963,296.044,294.603,5.167997,5.626203,5.331191,0.0,0.0,0.0,10.818474,33.586044,24.167011,36.83636,53.29031,42.34346,63.55476414,62.21,0.76178266,0.85139696,0.36490835,0.56644699,0.61721266,0.23286417,961.454,211.876,159.187,262.631,--,--,1872.118,214.244,1569.263,207.577,632.437,348.595,-37.421,65.899,--,--,1047.677,346.611,942.676,350.483
ISS_242RF_FMOVIE001_PRIME,0,17991,2016-09-17T00:59:40,0.0,359.98,179.99,69.36,73.27,71.29,305.289,306.953,306.116,122.524,127.967,125.174,10.377032,11.727102,11.102226,0.0,0.0,0.0,107.60535,114.32128,110.96202,65.44092,70.582344,67.99107,63.51643725,99.95,2.2956725,2.45132311,0.72375991,0.86185178,0.91265679,0.24595632,951.276,43.921,-152.873,261.128,1869.044,46.24,1957.403,46.623,1993.083,41.041,638.327,86.893,12.959,66.39,735.688,87.24,818.963,84.096,819.905,87.374
ISS_243RF_FMOVIE001_PRIME_1,0,1024,2016-09-22T09:59:56,179.86,267.7,238.35,164.89,166.505,165.89,319.803,320.209,319.937,205.074,206.585,205.953,6.144271,6.28015,6.2237873,0.0,0.0,0.0,35.93747,39.940903,38.637123,36.969727,38.347958,37.4337,63.50922781,5.69,0.64371461,0.70761877,0.20885538,0.51223494,0.5617987,0.16502156,947.715,351.8,-137.795,260.861,--,--,1046.531,357.307,1770.613,356.391,639.753,113.105,26.259,66.387,--,--,646.252,112.978,785.293,113.54
ISS_243RF_FMOVIE001_PRIME_2,0,7653,2016-09-22T17:06:36,106.72,267.82,188.91,335.935,338.985,337.464,320.604,321.338,320.963,14.757,18.283,16.502,5.0531354,5.5781736,5.3128533,0.0,0.0,0.0,40.17928,48.0632,44.3343,36.845634,38.811867,37.67676,63.50314247,42.52,0.70459684,0.74449052,0.26298346,0.55737824,0.58889316,0.20734417,947.717,351.801,-137.928,260.729,--,--,1987.204,354.657,947.789,351.808,639.709,116.381,27.874,66.339,1039.252,114.4,1032.733,114.047,692.256,115.971
ISS_244RI_PROPRETRG001_PRIME,0,1762,2016-10-06T10:30:20,256.04,306.28,280.81,48.79,84.655,66.985,357.662,357.73,357.7,51.06,86.993,69.286,22.203663,33.263157,25.164997,0.0,0.0,0.0,142.89423,143.54399,143.18419,93.98428,94.67687,94.308525,63.48025035,9.79,26.02707946,26.58468915,2.86521569,2.00240813,1.98953498,0.15228587,938.442,224.411,-101.381,259.768,--,--,1675.577,229.173,1796.765,228.959,644.532,188.462,64.652,66.533,--,--,871.266,187.338,821.146,187.533
ISS_245RI_HIRESAFRG002_PRIME,0,2958,2016-10-14T11:43:56,206.86,267.22,236.69,48.61,51.43,50.399,19.404,19.672,19.542,28.938,31.792,30.857,3.7985127,4.1080585,3.9477885,0.0,0.0,0.0,162.81947,164.72484,163.88359,126.40521,130.98816,128.64653,63.46489618,16.43,12.21130679,12.73677053,2.30126619,7.70724046,7.93425498,1.31326372,932.91,149.14,-79.858,259.126,--,--,966.972,154.764,1364.541,154.295,646.947,231.059,86.436,66.699,--,--,782.11,230.284,652.493,230.941
ISS_246RF_FMOVIE002_PRIME,0,17982,2016-10-27T16:29:48,0.0,359.98,179.96,105.95,110.625,108.298,55.043,56.705,55.877,49.456,55.453,52.421,9.804983,13.083691,11.218619,0.0,0.0,0.0,109.38069,116.7132,113.03644,63.738018,69.79213,66.74606,63.44396357,99.9,2.29068059,2.43611274,0.7856805,0.88906694,0.95468321,0.29671837,923.958,33.347,-46.793,258.093,1993.4,31.56,942.169,33.488,971.957,27.799,651.0,303.147,123.273,66.952,659.542,302.98,821.546,300.358,820.315,303.633
ISS_253RF_FMOVIE001_PRIME_1,0,360,2016-12-16T22:09:00,227.34,234.52,230.93,213.84,223.47,219.858,190.691,190.746,190.733,23.149,32.724,29.125,8.167064,9.393709,8.613414,0.0,0.0,0.0,120.23229,120.710014,120.49997,63.899837,64.13727,64.00998,63.37064495,2.0,2.83310119,2.87863312,0.28009004,1.23979655,1.2613633,0.12187416,893.054,290.274,84.651,253.15,--,--,2078.907,293.461,2048.286,293.187,666.165,208.55,-100.938,68.043,--,--,784.216,207.78,751.605,207.929
ISS_253RF_FMOVIE001_PRIME_2,0,17989,2016-12-17T00:10:04,0.0,359.98,180.0,233.04,236.93,235.076,190.918,192.66,191.766,40.38,45.936,43.311,5.335937,6.9301267,6.1799417,0.0,0.0,0.0,110.22982,120.766426,116.05359,53.722088,64.058235,59.46311,63.36915224,99.94,2.03609985,2.13900112,0.53797532,1.01632251,1.07697658,0.24509219,893.054,290.274,84.677,253.176,1996.014,288.58,1814.015,292.301,1742.887,286.328,666.166,208.55,-100.911,68.07,684.985,211.56,678.36,208.353,667.066,211.789
ISS_253RF_FMOVIE001_PRIME_3,0,343,2016-12-17T15:51:24,36.38,43.26,39.83,91.96,100.17,97.166,192.684,192.738,192.72,259.276,267.432,264.447,5.1105547,5.1992908,5.134574,0.0,0.0,0.0,99.31517,100.2924,99.644035,54.17921,55.314354,54.58111,63.36977878,1.91,1.68642015,1.68691669,0.20766811,0.97848777,0.97727979,0.11761818,892.635,284.486,86.388,253.182,--,--,1696.229,286.217,1579.245,285.96,666.457,215.102,-97.681,67.975,--,--,666.571,211.832,670.774,211.925
ISS_253RI_HIRESAFRG001_PIE,0,26,2016-12-18T18:57:00,229.06,230.7,229.54,215.56,225.2,217.876,195.73,195.768,195.74,19.83,29.432,22.136,1.6911875,1.7977122,1.7698897,0.0,0.0,0.0,34.61149,39.308586,35.72814,48.945633,51.350677,49.511368,63.36746489,0.14,1.00837745,1.04409227,0.09146269,0.65813625,0.67794823,0.06100831,891.619,272.908,89.783,253.167,--,--,2084.419,276.461,2087.83,276.282,666.56,218.382,-95.686,68.306,--,--,753.388,217.752,733.084,217.851
ISS_256RF_FMOVIE001_PRIME_1,0,9465,2017-01-07T17:49:47,0.0,359.98,123.23,233.13,236.97,235.572,249.611,250.475,250.046,342.655,347.302,345.526,5.5352883,6.3384356,5.940079,0.0,0.0,0.0,112.469666,118.05002,115.41421,55.420883,60.881496,58.30295,63.3439571,52.58,1.97518694,2.09582644,0.55612382,1.03153251,1.0973493,0.27731601,882.002,87.694,142.182,251.012,1532.5,92.64,968.906,93.232,1998.762,90.295,673.025,326.514,-40.833,68.284,--,--,827.529,323.74,837.604,325.506
ISS_256RF_FMOVIE001_PRIME_2,0,9429,2017-01-08T01:40:11,0.0,359.98,122.73,63.3,66.49,65.184,250.492,251.355,250.926,171.945,175.82,174.258,6.013364,6.9578905,6.4893384,0.0,0.0,0.0,97.66925,105.114975,101.576004,53.83233,58.78372,56.379795,63.34256752,52.38,1.41839285,1.51725896,0.43178692,0.7832784,0.83793045,0.23097619,882.001,87.693,142.342,251.171,1351.659,88.72,1975.707,90.202,1019.329,87.38,673.026,326.515,-40.669,68.446,--,--,826.038,325.558,879.393,327.101
ISS_256RI_HIRESAFRG002_PRIME,0,255,2017-01-09T21:10:19,220.56,225.64,223.1,104.06,187.39,147.414,255.387,255.748,255.576,208.673,291.642,251.838,2.8047235,3.405268,3.1870012,0.0,0.0,0.0,154.11705,164.16808,159.19081,127.26076,141.51752,135.22375,63.34357597,1.42,10.41552675,10.36808728,3.65318837,7.68118654,7.06421365,1.87525769,881.157,70.33,147.127,250.842,--,--,2090.474,73.944,1729.676,72.124,673.595,336.345,-35.769,68.358,--,--,886.391,335.112,691.217,336.096
ISS_260RF_FMOVIE001_PRIME,0,18000,2017-02-05T04:25:31,0.0,359.98,179.99,237.78,242.31,240.94,326.41,328.061,327.241,269.719,275.892,273.699,5.253585,6.4639473,5.8988414,0.0,0.0,0.0,112.16535,122.0187,117.47524,54.494164,64.089775,59.689114,63.31564197,100.0,2.00312366,2.12469632,0.62957548,1.00733204,1.06101111,0.28634787,870.382,187.239,-143.329,248.78,921.199,187.04,1073.239,192.646,991.986,186.945,681.199,117.239,35.936,68.56,988.188,115.38,984.869,114.846,981.339,118.106
ISS_260RI_HIRESAFRG001_PRIME,0,239,2017-02-06T19:18:19,26.78,31.56,29.17,320.03,343.81,332.498,330.785,330.871,330.831,1.918,359.906,168.865,2.2762012,2.3327875,2.303758,0.0,0.0,0.0,78.31561,83.435295,81.00769,33.43944,37.40411,35.493347,63.3113999,1.33,0.95538572,0.97294232,0.07291004,0.78408306,0.79255259,0.06805482,869.801,175.661,-139.854,248.845,--,--,1692.121,177.358,1494.945,176.958,681.832,127.071,41.108,68.741,--,--,689.293,123.933,713.948,124.058
ISS_262RF_FMOVIE001_PRIME_10,0,585,2017-02-19T22:29:15,264.28,275.98,270.14,288.73,301.48,289.992,6.246,6.289,6.264,282.451,295.191,283.728,9.53013,11.187416,9.749556,0.0,0.0,0.0,118.575096,118.90597,118.81214,61.807186,62.349182,61.96691,63.30155237,3.25,2.44027101,2.48700618,0.5445835,1.14366936,1.16851619,0.25480477,863.577,54.111,-105.154,247.742,--,--,2116.242,57.525,2109.874,57.307,685.992,195.881,76.222,68.934,--,--,953.867,193.377,970.907,193.44
ISS_262RF_FMOVIE001_PRIME_11,0,577,2017-02-19T23:16:11,264.8,276.36,270.59,308.18,320.86,309.443,6.334,6.377,6.352,301.821,314.483,303.091,11.725316,12.932225,11.9178295,0.0,0.0,0.0,117.50008,118.18852,118.06547,62.208675,62.552086,62.346786,63.30102937,3.21,2.40170451,2.42934705,0.53459308,1.11017414,1.12722018,0.24713837,863.577,54.112,-105.181,247.716,--,--,2087.385,57.085,2049.348,56.859,685.992,195.881,76.194,68.907,--,--,984.417,193.509,994.022,193.585
ISS_262RF_FMOVIE001_PRIME_1,0,234,2017-02-19T14:45:15,258.12,267.44,262.88,95.21,105.75,99.302,5.375,5.459,5.412,89.815,100.322,93.89,6.654751,7.489862,6.976955,0.0,0.0,0.0,112.50632,113.20128,112.90998,61.95076,62.95493,62.550102,63.30543176,1.3,1.70699856,1.72765152,0.200479,0.79166815,0.7963875,0.09300892,863.748,59.899,-106.731,247.87,--,--,865.872,59.943,880.032,59.789,685.719,192.604,74.471,68.846,--,--,750.02,192.038,715.08,192.253
ISS_262RF_FMOVIE001_PRIME_2,0,53,2017-02-19T15:32:11,258.32,267.2,264.2,114.21,114.99,114.577,5.463,5.502,5.477,108.747,109.517,109.099,8.189532,8.297781,8.254201,0.0,0.0,0.0,112.19625,112.44398,112.36213,61.193504,61.390396,61.321457,63.30579198,0.29,1.56613701,1.60195992,0.16938025,0.75156568,0.76887687,0.0822837,863.577,54.112,-105.181,247.716,--,--,882.199,59.782,911.102,59.716,685.718,192.607,74.851,69.225,--,--,713.712,192.263,701.703,192.357
ISS_262RF_FMOVIE001_PRIME_3,0,510,2017-02-19T15:55:39,259.58,269.78,264.68,125.08,127.07,126.071,5.508,5.547,5.528,119.533,121.554,120.543,9.053401,9.27839,9.16787,0.0,0.0,0.0,112.05544,112.34398,112.19836,60.294296,60.572784,60.434254,63.30609065,2.83,1.63456134,1.68256638,0.24576158,0.80737861,0.83019772,0.1209674,863.578,54.11,-104.994,247.902,--,--,914.702,59.709,957.473,59.644,685.718,192.605,74.634,69.009,--,--,700.676,192.366,692.221,192.454
ISS_262RF_FMOVIE001_PRIME_4,0,506,2017-02-19T16:20:11,259.64,269.76,264.69,134.75,136.76,135.74,5.553,5.594,5.572,129.186,131.207,130.168,9.653003,9.855011,9.755674,0.0,0.0,0.0,112.064606,112.38201,112.22228,59.61876,59.892654,59.755,63.30632238,2.81,1.57786113,1.63184483,0.24742833,0.79630252,0.82192233,0.12418233,863.577,54.112,-105.181,247.716,--,--,964.918,59.634,1020.954,59.569,685.718,192.607,74.851,69.225,--,--,691.245,192.466,686.753,192.548
ISS_262RF_FMOVIE001_PRIME_5,0,501,2017-02-19T16:43:39,259.78,269.86,264.81,144.33,146.36,145.376,5.598,5.639,5.617,138.721,140.762,139.759,10.068809,10.243926,10.157084,0.0,0.0,0.0,112.23186,112.57499,112.402596,59.028812,59.294704,59.161728,63.30648495,2.78,1.55471716,1.61263795,0.25684848,0.79761746,0.8266069,0.13105673,863.578,54.11,-104.994,247.902,--,--,1027.142,59.562,1094.335,59.495,685.718,192.605,74.634,69.009,--,--,686.498,192.556,685.926,192.63
ISS_262RF_FMOVIE001_PRIME_6,0,496,2017-02-19T17:07:07,259.96,270.04,264.98,155.29,184.23,178.679,5.643,5.814,5.771,149.636,178.437,172.909,9.687066,10.427384,9.888722,0.0,0.0,0.0,112.6417,114.52159,114.0579,57.947655,58.786976,58.160877,63.30636069,2.76,1.60646422,1.66931034,0.2876606,0.84884271,0.88064477,0.15179345,863.578,54.112,-105.207,247.689,--,--,1101.553,59.488,1468.513,59.138,685.992,195.881,76.167,68.88,--,--,686.066,192.638,724.411,192.896
ISS_262RF_FMOVIE001_PRIME_7,0,379,2017-02-19T18:40:59,260.18,269.88,265.07,192.12,193.83,192.927,5.816,5.857,5.836,186.27,187.992,187.091,9.137117,9.28816,9.211935,0.0,0.0,0.0,114.83405,115.200836,115.01823,58.02629,58.31332,58.16989,63.30613851,2.11,1.65395827,1.741529,0.31470404,0.87356876,0.91836208,0.16492975,863.579,54.112,-105.261,247.636,--,--,1477.742,59.128,1569.813,59.026,685.992,195.88,76.113,68.826,--,--,725.987,192.901,743.163,192.949
ISS_262RF_FMOVIE001_PRIME_8,0,386,2017-02-19T19:06:35,22.5,30.2,26.35,4.39,319.12,127.435,5.865,6.189,6.069,0.176,358.416,126.962,11.283195,14.755975,12.891415,0.0,0.0,0.0,112.68039,120.19546,115.63473,62.740517,64.74674,63.580143,63.30188731,2.14,2.33272737,2.66652788,0.6864664,1.06397752,1.17731137,0.26603429,863.577,54.11,-105.02,247.875,--,--,1588.076,59.004,2100.818,57.793,685.992,195.882,76.357,69.069,--,--,746.885,192.958,927.825,193.304
ISS_262RF_FMOVIE001_PRIME_9,0,530,2017-02-19T22:05:47,264.38,274.98,269.67,279.35,281.48,280.321,6.203,6.242,6.221,273.141,275.277,274.099,8.391497,8.74487,8.543931,0.0,0.0,0.0,118.841644,119.07799,118.96387,61.52665,61.833427,61.675083,63.3023029,2.94,2.41640255,2.4722333,0.56601136,1.14322886,1.17266294,0.26731239,863.579,54.11,-104.94,247.955,--,--,2106.325,57.736,2116.012,57.545,685.993,195.883,76.439,69.15,--,--,933.766,193.319,952.158,193.371
ISS_265RF_FMOVIE001_PRIME,0,5370,2017-03-12T00:02:03,20.12,346.28,208.99,225.37,234.19,231.667,60.424,61.043,60.76,164.796,173.749,170.907,7.941577,9.971021,8.363957,0.0,0.0,0.0,131.81166,134.44745,133.11665,72.479385,74.887436,73.66202,63.29112939,29.83,5.35201826,5.59565412,0.94773101,1.53222079,1.57140201,0.25844188,852.12,228.879,-51.966,246.373,--,--,1593.206,233.768,1905.549,231.07,692.449,300.736,129.728,69.227,--,--,698.32,300.586,913.349,301.412
ISS_268RF_FMOVIE001_PRIME_1,0,380,2017-04-03T23:55:39,12.04,19.64,15.83,247.37,345.89,274.149,122.518,122.939,122.625,124.852,222.951,151.525,5.588695,12.262765,7.5968904,0.0,0.0,0.0,114.54688,118.18665,117.2887,58.36671,60.851395,59.3385,63.27583386,2.11,2.382731,2.67467686,0.50123116,1.23940626,1.35692896,0.21620148,838.525,20.468,7.827,244.788,--,--,1711.48,22.166,880.146,20.668,698.869,65.251,-167.152,69.158,--,--,883.966,62.599,980.401,63.288
